Unnamed: 0,address,area,sqm,rooms,broker,monthly_fee,price_sold,date_sold,price_pct_change,street_id,street_name,city
31393,"Linnégatan 17A, 2tr","Östermalm,",37 sqm,2,Notar,1641.0,2930000kr,Såld 16 augusti 2013,0,475752,,Stockholms kommun
31394,"Linnégatan 90, 2 tr","Östermalm,",63 sqm,2,HusmanHagberg Östermalm,2930.0,4525000kr,Såld 11 juni 2013,14,475752,,Stockholms kommun
31395,Linnégatan 20,"Östermalm,",25 sqm,1,Notar,1217.0,2070000kr,Såld  7 maj 2013,18,475752,,Stockholms kommun
31396,"Linnégatan 16, 4tr","Östermalm,",40 sqm,2,Notar,1978.0,3105000kr,Såld 30 april 2013,0,475752,,Stockholms kommun
31397,"Linnégatan 60, 4tr","Östermalm,",78 sqm,2,Notar,4259.0,5100000kr,Såld 16 april 2013,0,475752,,Stockholms kommun
31398,"Linnégatan 16, 3tr","Östermalm,",23 sqm,1,Fastighetsbyrån Stockholm – Östermalm,1160.0,1900000kr,Såld  8 mars 2013,12,475752,,Stockholms kommun
31399,Linnégatan 20,"Östermalm,","42,5 sqm",2,Notar,1697.0,2700000kr,Såld 18 januari 2013,0,475752,,Stockholms kommun
31400,"Linnégatan 60, 5tr",,,"2,5",Svensk Fastighetsförmedling Östermalm/Gärdet,3549.0,6150000kr,Såld 21 december 2012,-7,475752,,Stockholms kommun
31401,"Majorsgatan 4, 3 tr.","Östermalm - vid Östermalmstorg,",30 sqm,1,Bostadsrättsspecialisten,218.0,3350000kr,Såld 17 maj 2020,5,475753,Majorsgatan,Stockholms kommun
31402,"Majorsgatan 6, 1tr","Östermalm,",56 sqm,"2,5",Notar,389.0,5370000kr,Såld 16 augusti 2019,10,475753,Majorsgatan,Stockholms kommun
31403,Majorsgatan 6,"Östermalm,",72 sqm,"3,5",Eklund Stockholm New York,484.0,6625000kr,Såld 16 juni 2019,2,475753,Majorsgatan,Stockholms kommun
31404,"Majorsgatan 4, 3 tr","Östermalm - vid Östermalmstorg,",45 sqm,2,Bostadsrättsspecialisten,314.0,4500000kr,Såld  1 oktober 2018,0,475753,Majorsgatan,Stockholms kommun
31405,Majorsgatan 6,"Östermalm,",56 sqm,2,Fastighetsmäklarna,389.0,4900000kr,Såld 20 april 2018,-1,475753,Majorsgatan,Stockholms kommun
31406,Majorsgatan 4,"Östermalm,",26 sqm,1,Bjurfors Östermalm/Lidingö,216.0,2495000kr,Såld 11 mars 2016,0,475753,Majorsgatan,Stockholms kommun
31407,Majorsgatan 6,"Östermalm,",35 sqm,2,Nomad Mäkleri,281.0,3625000kr,Såld 13 januari 2015,11,475753,Majorsgatan,Stockholms kommun
31408,"Majorsgatan 4, 3 tr","Östermalm,",30 sqm,1,Fastighetsbyrån Stockholm – Östermalm,218.0,2640000kr,Såld  1 oktober 2013,4,475753,Majorsgatan,Stockholms kommun
31409,Majorsgatan 6,"Östermalm,",36 sqm,2,Notar,275.0,2840000kr,Såld 27 februari 2013,0,475753,Majorsgatan,Stockholms kommun
31410,Kommendörsgatan 27,"Östermalm,",147 sqm,5,Wrede Fastighetsmäkleri,6165.0,16500000kr,Såld 11 september 2020,5,475754,Kommendörsgatan,Stockholms kommun
31411,Kommendörsgatan 11,"Östermalm,",42 sqm,2,Behrer & Partners,1718.0,5300000kr,Såld  7 september 2020,15,475754,Kommendörsgatan,Stockholms kommun
31412,Kommendörsgatan 33 A,"Östermalm,",30 sqm,1,Karlsson & Uddare AB,1501.0,3425000kr,Såld  7 september 2020,11,475754,Kommendörsgatan,Stockholms kommun
31413,Kommendörsgatan 33A,"Östermalm,",27 sqm,1,Ekenstam Fastighetsmäklare,1476.0,3200000kr,Såld 12 augusti 2020,7,475754,Kommendörsgatan,Stockholms kommun
31414,Kommendörsgatan 33A,"Östermalm,",25 sqm,1,Svenskt Mäklarcentrum AB,1367.0,3220000kr,Såld 26 juni 2020,8,475754,Kommendörsgatan,Stockholms kommun
31415,"Kommendörsgatan 4, 4 tr","Östermalm,",111 sqm,5,Edward & Partners Fastighetsmäklare AB,4955.0,13837500kr,Såld 12 juni 2020,9,475754,Kommendörsgatan,Stockholms kommun
31416,Kommendörsgatan 40A,"Östermalm,",57 sqm,2,Fastighetsbyrån Stockholm – Östermalm,2494.0,5560000kr,Såld  9 juni 2020,0,475754,Kommendörsgatan,Stockholms kommun
31417,Kommendörsgatan 4,"Östermalm,",78 sqm,4,Lagerlings,3225.0,8900000kr,Såld  9 juni 2020,6,475754,Kommendörsgatan,Stockholms kommun
31418,Kommendörsgatan 26,"Östermalm,",137 sqm,5,Behrer & Partners,4674.0,15150000kr,Såld  2 juni 2020,-5,475754,Kommendörsgatan,Stockholms kommun
31419,Kommendörsgatan 40A,"Östermalm,",52 sqm,2,Lagerlings,2551.0,5450000kr,Såld 26 maj 2020,4,475754,Kommendörsgatan,Stockholms kommun
31420,"Kommendörsgatan 42, 5 tr","Östermalm,",36 sqm,2,Vision Mäkleri AB,648.0,4500000kr,Såld 15 maj 2020,13,475754,Kommendörsgatan,Stockholms kommun
31421,Kommendörsgatan 4,"Östermalm,",41 sqm,2,Lagerlings,1751.0,4700000kr,Såld 26 mars 2020,4,475754,Kommendörsgatan,Stockholms kommun
31422,Kommendörsgatan 39,"Östermalm,",120 sqm,4,Lagerlings,4176.0,19000000kr,Såld  9 mars 2020,19,475754,Kommendörsgatan,Stockholms kommun
31423,"Kommendörsgatan 3, 2tr","Östermalm,",52 sqm,2,SkandiaMäklarna Stockholm Östermalm,1381.0,6260000kr,Såld  4 mars 2020,14,475754,Kommendörsgatan,Stockholms kommun
31424,"Kommendörsgatan 26, 3tr","Östermalm,",50 sqm,2,Behrer & Partners,1895.0,5495000kr,Såld 18 februari 2020,0,475754,Kommendörsgatan,Stockholms kommun
31425,Kommendörsgatan 8H,"Östermalm,",113 sqm,4,Lagerlings,5492.0,13110000kr,Såld 28 januari 2020,25,475754,Kommendörsgatan,Stockholms kommun
31426,"Kommendörsgatan 26, 5 TR","Östermalm,",24 sqm,1,Edward & Partners Fastighetsmäklare AB,906.0,3020000kr,Såld 15 januari 2020,1,475754,Kommendörsgatan,Stockholms kommun
31427,Kommendörsgatan 20 B,"Östermalm,",95 sqm,"3,5",Eklund Stockholm New York,2490.0,9050000kr,Såld  6 december 2019,1,475754,Kommendörsgatan,Stockholms kommun
31428,"Kommendörsgatan 8P, högst upp  /  Grev Turegatan","Östermalm,",47 sqm,2,Innerstadsspecialisten S AB,2116.0,5150000kr,Såld 27 november 2019,7,475754,Kommendörsgatan,Stockholms kommun
31429,Kommendörsgatan 8F,"Östermalm,",111 sqm,3,Lagerlings,4638.0,12000000kr,Såld 21 november 2019,17,475754,Kommendörsgatan,Stockholms kommun
31430,Kommendörsgatan 32,"Östermalm,",55 sqm,2,BlumenthalHoffman Fastighetsmäkleri,2573.0,6200000kr,Såld 20 november 2019,13,475754,Kommendörsgatan,Stockholms kommun
31431,Kommendörsgatan 20 B,"Östermalm,",95 sqm,4,Wrede Fastighetsmäkleri,2490.0,11550000kr,Såld 15 november 2019,16,475754,Kommendörsgatan,Stockholms kommun
31432,"Kommendörsgatan 33A, 5tr","Östermalm / Karlaplan,",18 sqm,1,Notar,984.0,2900000kr,Såld 10 november 2019,16,475754,Kommendörsgatan,Stockholms kommun
31433,"Kommendörsgatan 26, 6tr","Östermalm,",50 sqm,2,Behrer & Partners,1895.0,6000000kr,Såld  7 november 2019,9,475754,Kommendörsgatan,Stockholms kommun
31434,Kommendörsgatan 11,"Östermalm,",81 sqm,3,Wrede Fastighetsmäkleri,2849.0,10080000kr,Såld 17 oktober 2019,9,475754,Kommendörsgatan,Stockholms kommun
31435,Kommendörsgatan 33A,"Östermalm / Karlaplan,",20 sqm,1,Notar,1039.0,2900000kr,Såld 26 september 2019,16,475754,Kommendörsgatan,Stockholms kommun
31436,Kommendörsgatan 32,"Östermalm,",164 sqm,5,Lagerlings,7010.0,15600000kr,Såld  6 september 2019,4,475754,Kommendörsgatan,Stockholms kommun
31437,"Kommendörsgatan 4, 1,5 tr","Östermalm,",41 sqm,2,Oscars Fastighetsmäkleri,1736.0,5000000kr,Såld 30 augusti 2019,0,475754,Kommendörsgatan,Stockholms kommun
31438,Kommendörsgatan 32,"Östermalm,",55 sqm,2,Behrer & Partners,2573.0,6900000kr,Såld 27 augusti 2019,26,475754,Kommendörsgatan,Stockholms kommun
31439,Kommendörsgatan 24,"Östermalm,",63 sqm,2,Behrer & Partners,2222.0,6600000kr,Såld 27 augusti 2019,6,475754,Kommendörsgatan,Stockholms kommun
31440,"Kommendörsgatan 33 A, 4tr","Östermalm,",30 sqm,1,Länsförsäkringar Fastighetsförmedling Stockholm - Östermalm,1611.0,3250000kr,Såld  7 augusti 2019,5,475754,Kommendörsgatan,Stockholms kommun
31441,"Kommendörsgatan 33A, 5tr","Östermalm / Karlaplan,",24 sqm,1,Notar,1312.0,3150000kr,Såld 14 juli 2019,26,475754,Kommendörsgatan,Stockholms kommun
31442,Kommendörsgatan 20b,"Östermalm,",34 sqm,1,Bostadsrättsspecialisten,846.0,3150000kr,Såld  3 juni 2019,5,475754,Kommendörsgatan,Stockholms kommun
31443,Kommendörsgatan 42,"Östermalm,",71 sqm,3,Edward & Partners Fastighetsmäklare AB,1210.0,7350000kr,Såld 29 maj 2019,8,475754,Kommendörsgatan,Stockholms kommun
31444,Kommendörsgatan 19,"Östermalm,",82 sqm,3,Skeppsholmen Sotheby's International Realty,4182.0,9050000kr,Såld 24 april 2019,3,475754,Kommendörsgatan,Stockholms kommun
31445,Kommendörsgatan 19,,116 sqm,4,Svensk Fastighetsförmedling Sthlm Östermalm/Gärdet,4876.0,10700000kr,Såld 20 mars 2019,-4,475754,Kommendörsgatan,Stockholms kommun
31446,"Kommendörsgatan 33A, 4tr","Östermalm / Karlaplan,",27 sqm,1,Notar,1476.0,2930000kr,Såld 15 mars 2019,13,475754,Kommendörsgatan,Stockholms kommun
31447,"Kommendörsgatan 19, 4 tr",,116 sqm,4,Svensk Fastighetsförmedling Sthlm Östermalm/Gärdet,4876.0,12100000kr,Såld  4 mars 2019,0,475754,Kommendörsgatan,Stockholms kommun
31448,Kommendörsgatan 42,"Östermalm,",35 sqm,2,Fastighetsbyrån Stockholm – Östermalm,494.0,3795000kr,Såld 20 december 2018,1,475754,Kommendörsgatan,Stockholms kommun
31449,Kommendörsgatan 40,"Östermalm,",49 sqm,2,Behrer & Partners,2202.0,5400000kr,Såld 20 november 2018,0,475754,Kommendörsgatan,Stockholms kommun
31450,"Kommendörsgatan 33A, 3tr","Östermalm / Karlaplan,",20 sqm,1,Notar,903.0,2850000kr,Såld  8 november 2018,6,475754,Kommendörsgatan,Stockholms kommun
31451,Kommendörsgatan 44,"Östermalm,","31,5 sqm",1,Alexander White,1156.0,3600000kr,Såld 29 oktober 2018,3,475754,Kommendörsgatan,Stockholms kommun
31452,"Kommendörsgatan 33A, 4tr","Östermalm / Karlaplan,",19 sqm,1,Notar,903.0,3150000kr,Såld  9 oktober 2018,17,475754,Kommendörsgatan,Stockholms kommun
31453,"Kommendörsgatan 24, 4 tr","Östermalm,",73 sqm,3,Bostadsrättsspecialisten,2439.0,7600000kr,Såld 12 september 2018,9,475754,Kommendörsgatan,Stockholms kommun
31454,Kommendörsgatan 24,"Östermalm,",45 sqm,2,Fastighetsbyrån Stockholm – Östermalm,1754.0,4400000kr,Såld 22 augusti 2018,10,475754,Kommendörsgatan,Stockholms kommun
31455,Kommendörsgatan 33A,"Östermalm,",25 sqm,1,Behrer & Partners,1214.0,3350000kr,Såld 16 augusti 2018,20,475754,Kommendörsgatan,Stockholms kommun
31456,"Kommendörsgatan 33A, 1tr","Östermalm / Karlaplan,",19 sqm,1,Notar,903.0,2540000kr,Såld 14 augusti 2018,11,475754,Kommendörsgatan,Stockholms kommun
31457,"Kommendörsgatan 33A, 5tr","Östermalm / Karlaplan,",18 sqm,1,Notar,856.0,3150000kr,Såld  4 augusti 2018,26,475754,Kommendörsgatan,Stockholms kommun
31458,"Kommendörsgatan 33A, 3tr","Östermalm / Karlaplan,",24 sqm,1,Notar,1141.0,3100000kr,Såld 26 juli 2018,0,475754,Kommendörsgatan,Stockholms kommun
31459,"Kommendörsgatan 39, 4tr","Östermalm,",26 sqm,1,Behrer & Partners,792.0,3300000kr,Såld 14 juni 2018,18,475754,Kommendörsgatan,Stockholms kommun
31460,Kommendörsgatan 11,"Östermalm,",64 sqm,2,Erik Olsson Fastighetsförmedling,2441.0,6450000kr,Såld 13 juni 2018,1,475754,Kommendörsgatan,Stockholms kommun
31461,"Kommendörsgatan 42, 2tr","Östermalm,",36 sqm,2,Behrer & Partners,569.0,4600000kr,Såld 28 mars 2018,-1,475754,Kommendörsgatan,Stockholms kommun
31462,Kommendörsgatan 33 A,"Östermalm,",20 sqm,1,Erik Olsson Fastighetsförmedling,903.0,2800000kr,Såld 16 mars 2018,-3,475754,Kommendörsgatan,Stockholms kommun
31463,"Kommendörsgatan 6, 3tr","Östermalm,",37 sqm,"1,5",Fastighetsbyrån Stockholm – Östermalm,1297.0,4750000kr,Såld  7 februari 2018,19,475754,Kommendörsgatan,Stockholms kommun
31464,Kommendörsgatan 42,"Östermalm,",36 sqm,2,Behrer & Partners,569.0,4600000kr,Såld  4 februari 2018,19,475754,Kommendörsgatan,Stockholms kommun
31465,"Kommendörsgatan 24, 3tr","Östermalm,",73 sqm,3,BOSTHLM Fastighetsmäklare AB,2439.0,7400000kr,Såld 14 december 2017,-3,475754,Kommendörsgatan,Stockholms kommun
31466,Kommendörsgatan 39,"Östermalm,",64 sqm,2,Behrer & Partners,1239.0,6130000kr,Såld  3 november 2017,17,475754,Kommendörsgatan,Stockholms kommun
31467,"Kommendörsgatan 8 p, 4tr","Östermalm,",47 sqm,2,Vision Mäkleri AB,2116.0,5000000kr,Såld 17 oktober 2017,12,475754,Kommendörsgatan,Stockholms kommun
31468,Kommendörsgatan 39,"Östermalm,",26 sqm,1,Bjurfors Östermalm/Lidingö,792.0,2950000kr,Såld 18 september 2017,9,475754,Kommendörsgatan,Stockholms kommun
31469,"Kommendörsgatan 24, 5 tr","Östermalm,",45 sqm,2,Bostadsrättsspecialisten,1754.0,5160000kr,Såld 17 augusti 2017,9,475754,Kommendörsgatan,Stockholms kommun
31470,Kommendörsgatan 33A,"Östermalm,",19 sqm,1,Fastighetsbyrån Stockholm – Östermalm,881.0,3025000kr,Såld 21 juni 2017,52,475754,Kommendörsgatan,Stockholms kommun
31471,"Kommendörsgatan 33 A, 1tr","Östermalm,",29 sqm,1,Notar,1379.0,3350000kr,Såld  1 juni 2017,18,475754,Kommendörsgatan,Stockholms kommun
31472,"Kommendörsgatan 20B, 2 tr","Östermalm,",97 sqm,4,HusmanHagberg Östermalm,2490.0,10550000kr,Såld 26 maj 2017,18,475754,Kommendörsgatan,Stockholms kommun
31473,Kommendörsgatan 42,"Östermalm,",37 sqm,2,Fastighetsbyrån Stockholm – Östermalm,660.0,4320000kr,Såld  6 april 2017,8,475754,Kommendörsgatan,Stockholms kommun
31474,Kommendörsgatan 20B,"Östermalm,",95 sqm,4,Oscars Fastighetsmäkleri KB,2490.0,9000000kr,Såld 26 november 2016,7,475754,Kommendörsgatan,Stockholms kommun
31475,"Kommendörsgatan 24, 4 tr","Östermalm,",47 sqm,2,Bostadsrättsspecialisten,1754.0,5700000kr,Såld 18 november 2016,15,475754,Kommendörsgatan,Stockholms kommun
31476,Kommendörsgatan 33A,"Östermalm,",29 sqm,1,Fastighetsbyrån Stockholm – Östermalm,1404.0,3300000kr,Såld 16 november 2016,35,475754,Kommendörsgatan,Stockholms kommun
31477,"Kommendörsgatan 8 C, 3 tr","Östermalm,",121 sqm,4,Alexander White,5126.0,11100000kr,Såld 15 oktober 2016,6,475754,Kommendörsgatan,Stockholms kommun
31478,"Kommendörsgatan 24, 1tr","Östermalm,",56 sqm,2,HusmanHagberg Östermalm,2042.0,4800000kr,Såld 14 september 2016,15,475754,Kommendörsgatan,Stockholms kommun
31479,Kommendörsgatan 24,"Östermalm,",45 sqm,2,Alexander White,1754.0,5040000kr,Såld  6 september 2016,12,475754,Kommendörsgatan,Stockholms kommun
31480,Kommendörsgatan 33A,"Östermalm,",30 sqm,1,Alexander White,1404.0,2990000kr,Såld 27 juni 2016,0,475754,Kommendörsgatan,Stockholms kommun
31481,Kommendörsgatan 4,"Östermalm,",111 sqm,5,Alexander White,4863.0,11125000kr,Såld  9 juni 2016,2,475754,Kommendörsgatan,Stockholms kommun
31482,"Kommendörsgatan 42, 5 tr","Östermalm,",36 sqm,2,Bostadsrättsspecialisten,589.0,3950000kr,Såld  1 juni 2016,10,475754,Kommendörsgatan,Stockholms kommun
31483,Kommendörsgatan 4,"Östermalm,",41 sqm,1,Bjurfors Östermalm/Lidingö,1751.0,4350000kr,Såld 31 maj 2016,15,475754,Kommendörsgatan,Stockholms kommun
31484,"Kommendörsgatan 26, 3 tr","Östermalm,",24 sqm,1,Fastighetsbyrån Stockholm – Östermalm,1011.0,2700000kr,Såld 25 maj 2016,26,475754,Kommendörsgatan,Stockholms kommun
31485,Kommendörsgatan 33A,"Östermalm,",20 sqm,1,Fastighetsbyrån Stockholm – Östermalm,976.0,3200000kr,Såld 21 april 2016,16,475754,Kommendörsgatan,Stockholms kommun
31486,"Kommendörsgatan 6, 4 tr","Östermalm,",44 sqm,2,Fastighetsbyrån Stockholm – Östermalm,1587.0,5600000kr,Såld 13 april 2016,42,475754,Kommendörsgatan,Stockholms kommun
31487,"Kommendörsgatan 24, 4 tr","Östermalm,",26 sqm,1,Bostadsrättsspecialisten,1025.0,3100000kr,Såld  4 februari 2016,13,475754,Kommendörsgatan,Stockholms kommun
31488,Kommendörsgatan 42,"Östermalm,",32 sqm,1,Fastighetsmäklarna,545.0,3650000kr,Såld 13 januari 2016,33,475754,Kommendörsgatan,Stockholms kommun
31489,Kommendörsgatan 33 A,"Östermalm,",20 sqm,1,Fastighetsbyrån Stockholm – Östermalm,976.0,2885000kr,Såld 17 december 2015,45,475754,Kommendörsgatan,Stockholms kommun
31490,"Kommendörsgatan 24, 4 tr","Östermalm,","63,6 sqm",2,Bostadsrättsspecialisten,2222.0,6500000kr,Såld 25 november 2015,19,475754,Kommendörsgatan,Stockholms kommun
31491,Kommendörsgatan 24,"Östermalm,",73 sqm,3,Alexander White,2439.0,6950000kr,Såld 19 november 2015,0,475754,Kommendörsgatan,Stockholms kommun
31492,Kommendörsgatan 33A,"Östermalm,",20 sqm,1,Mäklarhuset Stockholm Innerstan,992.0,2700000kr,Såld 30 oktober 2015,35,475754,Kommendörsgatan,Stockholms kommun
31493,Kommendörsgatan 8,"Östermalm,",60 sqm,2,Svensk Fastighetsförmedling Östermalm/Gärdet,2563.0,5505000kr,Såld  3 september 2015,0,475754,Kommendörsgatan,Stockholms kommun
31494,"Kommendörsgatan 42, 1tr","Östermalm,",33 sqm,1,HusmanHagberg Östermalm,400.0,3605000kr,Såld 15 juli 2015,25,475754,Kommendörsgatan,Stockholms kommun
31495,"Kommendörsgatan 26, 3 tr","Östermalm,",127 sqm,5,Oscars Fastighetsmäkleri KB,5349.0,9400000kr,Såld 17 juni 2015,-1,475754,Kommendörsgatan,Stockholms kommun
31496,"Kommendörsgatan 24, 5 tr","Östermalm,",24 sqm,1,Fastighetsbyrån Stockholm – Östermalm,932.0,2850000kr,Såld 16 april 2015,0,475754,Kommendörsgatan,Stockholms kommun
31497,"Kommendörsgatan 33A, 3tr","Östermalm,",24 sqm,1,BOSTHLM Fastighetsmäklare AB,1141.0,2600000kr,Såld 11 januari 2015,18,475754,Kommendörsgatan,Stockholms kommun
31498,Kommendörsgatan 11,"Östermalm,",42 sqm,2,Fastighetsbyrån Stockholm – Östermalm,1534.0,4150000kr,Såld  9 januari 2015,10,475754,Kommendörsgatan,Stockholms kommun
31499,"Kommendörsgatan 44, 5tr","Östermalm Karlaplan,","31,5 sqm",1,HusmanHagberg Östermalm,1156.0,3850000kr,Såld 28 november 2014,0,475754,Kommendörsgatan,Stockholms kommun
31500,"Kommendörsgatan 33 A, 2 tr","Östermalm,",27 sqm,1,Fastighetsbyrån Stockholm – Östermalm,1307.0,2450000kr,Såld 18 november 2014,7,475754,Kommendörsgatan,Stockholms kommun
31501,Kommendörsgatan 33A,"Östermalm,",25 sqm,1,BOSTHLM Fastighetsmäklare AB,1189.0,2670000kr,Såld  2 oktober 2014,22,475754,Kommendörsgatan,Stockholms kommun
31502,"Kommendörsgatan 44, 4 tr","Östermalm,","31,5 sqm",2,Svensk Fastighetsförmedling Östermalm/Gärdet,1156.0,3200000kr,Såld 25 september 2014,0,475754,Kommendörsgatan,Stockholms kommun
31503,Kommendörsgatan 8 F,"Östermalm,",146 sqm,5,Oscars Fastighetsmäkleri KB,6743.0,10150000kr,Såld  2 september 2014,2,475754,Kommendörsgatan,Stockholms kommun
31504,Kommendörsgatan 33 A,"Östermalm,",20 sqm,1,Fastighetsbyrån Stockholm – Östermalm,928.0,2300000kr,Såld 29 augusti 2014,15,475754,Kommendörsgatan,Stockholms kommun
31505,"Kommendörsgatan 11, 2 tr","Östermalm,",42 sqm,2,Fastighetsbyrån Stockholm – Östermalm,1550.0,4040000kr,Såld 20 augusti 2014,11,475754,Kommendörsgatan,Stockholms kommun
31506,Kommendörsgatan 26,"Östermalm,",50 sqm,2,Oscars Fastighetsmäkleri KB,2106.0,3750000kr,Såld  7 augusti 2014,-1,475754,Kommendörsgatan,Stockholms kommun
31507,"Kommendörsgatan 42, 2 tr","Östermalm / Karlaplan,",71 sqm,3,Notar,371.0,5950000kr,Såld 28 juli 2014,0,475754,Kommendörsgatan,Stockholms kommun
31508,Kommendörsgatan 25,"Östermalm,","154,4 sqm",6,Fastighetsbyrån Stockholm – Östermalm,6890.0,11850000kr,Såld 14 juni 2014,3,475754,Kommendörsgatan,Stockholms kommun
31509,Kommendörsgatan 8 H,"Östermalm,",159 sqm,6,SkandiaMäklarna Stockholm Vasastan,7075.0,10050000kr,Såld 16 maj 2014,8,475754,Kommendörsgatan,Stockholms kommun
31510,Kommendörsgatan 8 S,"Östermalm,",161 sqm,"4,5",Oscars Fastighetsmäkleri KB,7075.0,10500000kr,Såld 29 april 2014,-3,475754,Kommendörsgatan,Stockholms kommun
31511,"Kommendörsgatan 8, 4 tr.","Östermalm,",58 sqm,2,Bostadsrättsspecialisten,2874.0,4775000kr,Såld  4 april 2014,20,475754,Kommendörsgatan,Stockholms kommun
31512,"Kommendörsgatan 19, 4 tr","Östermalm,",82 sqm,3,Vasastansmäklarna,3182.0,6450000kr,Såld 21 februari 2014,8,475754,Kommendörsgatan,Stockholms kommun
31513,"Kommendörsgatan 8 H, 5 tr.","Östermalm,",110 sqm,4,Bostadsrättsspecialisten,5328.0,7600000kr,Såld 14 februari 2014,-5,475754,Kommendörsgatan,Stockholms kommun
31514,"Kommendörsgatan 24, 3tr","Östermalm,","72,5 sqm",2,Notar,2217.0,4900000kr,Såld 22 januari 2014,2,475754,Kommendörsgatan,Stockholms kommun
31515,"Kommendörsgatan 24, 5tr","Östermalm,",63 sqm,2,Notar,2020.0,5100000kr,Såld 26 november 2013,9,475754,Kommendörsgatan,Stockholms kommun
31516,"Kommendörsgatan 24, 2,5 tr","Östermalm,",45 sqm,2,Innerstadsspecialisten Stockholm AB,1595.0,3750000kr,Såld 30 oktober 2013,12,475754,Kommendörsgatan,Stockholms kommun
31517,"Kommendörsgatan 42, 4tr","Östermalm,",37 sqm,2,Notar,202.0,3575000kr,Såld 22 oktober 2013,21,475754,Kommendörsgatan,Stockholms kommun
31518,"Kommendörsgatan 26, 3tr","Östermalm,",50 sqm,2,Innerstadsspecialisten S AB,2106.0,3700000kr,Såld 18 september 2013,0,475754,Kommendörsgatan,Stockholms kommun
31519,"Kommendörsgatan 24, 1tr (bv)","Östermalm,",55 sqm,2,Fastighetsbyrån Stockholm – Östermalm,1856.0,3700000kr,Såld 22 augusti 2013,1,475754,Kommendörsgatan,Stockholms kommun
31520,"Kommendörsgatan 33A, 2tr","Östermalm,",25 sqm,1,Mäklarhuset Stockholm Innerstan,1189.0,2050000kr,Såld 10 juli 2013,0,475754,Kommendörsgatan,Stockholms kommun
31521,"Kommendörsgatan 33A, 4tr","Östermalm,",25 sqm,1,Notar,1141.0,2230000kr,Såld  8 maj 2013,13,475754,Kommendörsgatan,Stockholms kommun
31522,"Kommendörsgatan 44, 4 tr, SÅLD, visningen inställd","Östermalm,",,"1,5",Svensk Fastighetsförmedling Östermalm/Gärdet,1156.0,2800000kr,Såld 11 februari 2013,4,475754,Kommendörsgatan,Stockholms kommun
31523,Kommendörsgatan 20 B,"Östermalm,",97 sqm,4,Fastighetsbyrån Stockholm – Östermalm,2990.0,6650000kr,Såld 25 januari 2013,4,475754,Kommendörsgatan,Stockholms kommun
31524,"Kommendörsgatan 42, 5 tr","Östermalm,",,2,Svensk Fastighetsförmedling Östermalm/Gärdet,241.0,2750000kr,Såld 24 januari 2013,10,475754,Kommendörsgatan,Stockholms kommun
31525,"Almlöfsgatan 3, 2 tr","Östermalm,",57 sqm,2,Fastighetsmäklarna,1887.0,5700000kr,Såld 11 mars 2019,0,475755,Almlöfsgatan,Stockholms kommun
